id,year,numbers,week,date,day,number-1,number-2,number-3,number-4,number-5,euro-number-1,euro-number-2,jackpot,win-class-1-winners,win-class-1-euro,win-class-2-winners,win-class-2-euro,win-class-3-winners,win-class-3-euro,win-class-4-winners,win-class-4-euro,win-class-5-winners,win-class-5-euro,win-class-6-winners,win-class-6-euro,win-class-7-winners,win-class-7-euro,win-class-8-winners,win-class-8-euro,win-class-9-winners,win-class-9-euro,win-class-10-winners,win-class-10-euro,win-class-11-winners,win-class-11-euro,win-class-12-winners,win-class-12-euro
ea3c976e017e69258bb71f56eb384be3,2013,3-13-41-46-49:3:8,8.,22/02/,FR,49,3,41,13,46,8,3,"15,232,938.00  ",0  x,unbesetzt,1  x,"380,823.40  ",2  x,"49,507.00  ",19  x,"4,810.40  ",251  x,288.20,351  x,130.10,"1,135  x   ",57.00,"13,731  x   ",22.70,"18,543  x   ",15.70,"15,599  x   ",15.70,"98,821  x   ",9.20,"217,775  x   ",8.00
b31cfc23dd04ceb6e224e7a8890cee49,2013,19-28-29-34-44:1:5,9.,01/03/,FR,44,19,34,28,29,5,1,"16,067,990.00  ",0  x,unbesetzt,0  x,unbesetzt,2  x,"52,220.90  ",32  x,"3,012.70  ",313  x,243.80,423  x,113.90,"1,139  x   ",59.90,"13,904  x   ",23.60,"17,895  x   ",15.40,"19,194  x   ",15.00,"97,525  x   ",9.80,"220,927  x   ",8.30
a1653c40ddab4043e5b422253b8940ad,2013,10-12-14-30-43:2:5,10.,08/03/,FR,30,10,14,12,43,2,5,"17,036,478.00  ",0  x,unbesetzt,5  x,"165,522.30  ",1  x,"110,737.10  ",40  x,"2,555.40  ",344  x,235.20,489  x,104.50,"1,588  x   ",45.50,"17,371  x   ",20.10,"23,201  x   ",13.40,"21,514  x   ",13.40,"121,824  x   ",8.30,"256,451  x   ",7.60
c1dd54125ed61c7c7cc0c1621e6a32e4,2013,4-30-32-41-50:5:7,11.,15/03/,FR,4,30,32,50,41,5,7,"18,101,602.00  ",0  x,unbesetzt,0  x,unbesetzt,1  x,"117,660.40  ",29  x,"3,745.10  ",266  x,323.20,342  x,158.70,"1,253  x   ",61.30,"14,020  x   ",26.40,"18,647  x   ",17.80,"17,012  x   ",17.80,"111,523  x   ",9.70,"227,970  x   ",9.10
0c39d86424f0bc9873d27d4274fe60f5,2013,5-12-21-43-48:5:6,12.,22/03/,FR,43,21,48,12,5,5,6,"19,794,766.00  ",0  x,unbesetzt,2  x,"473,704.60  ",1  x,"128,665.90  ",33  x,"3,599.00  ",395  x,238.00,538  x,110.30,"1,368  x   ",61.40,"20,896  x   ",19.40,"20,524  x   ",16.60,"24,149  x   ",14.70,"105,509  x   ",11.20,"303,260  x   ",7.40
470f05f14aeaab2e5faff22b55f50108,2013,1-22-27-37-50:5:7,13.,29/03/,FR,37,27,1,50,22,7,5,"23,322,162.00  ",0  x,unbesetzt,1  x,"583,054.00  ",1  x,"151,594.00  ",38  x,"3,682.40  ",434  x,255.20,543  x,128.80,"1,765  x   ",56.10,"21,214  x   ",22.50,"27,521  x   ",15.50,"25,463  x   ",15.50,"153,737  x   ",9.10,"331,119  x   ",8.00
7ebcd68ee93c46f1836f9ecd47b5cb49,2013,22-31-37-38-41:2:6,14.,05/04/,FR,38,22,31,41,37,2,6,"26,110,340.00  ",0  x,unbesetzt,2  x,"326,379.20  ",1  x,"169,717.20  ",43  x,"3,643.30  ",417  x,297.40,530  x,147.70,"1,757  x   ",63.10,"20,990  x   ",25.50,"29,717  x   ",16.10,"27,268  x   ",16.10,"172,152  x   ",9.10,"327,257  x   ",9.10
39f550a948cb546291b98478e902459a,2013,8-19-22-32-40:1:8,15.,12/04/,FR,22,8,19,40,32,8,1,"30,404,148.00  ",1  x,"46,079,338.80  ",5  x,"152,020.70  ",5  x,"39,525.30  ",64  x,"2,850.30  ",737  x,195.90,"1,084  x   ",84.10,"2,559  x   ",50.40,"29,403  x   ",21.10,"35,087  x   ",14.90,"41,012  x   ",13.30,"186,437  x   ",9.70,"406,046  x   ",8.50
96125632815adb99db4ed219bbb6f7c4,2013,17-18-22-24-25:1:6,16.,19/04/,FR,24,17,18,25,22,6,1,"16,628,566.00  ",0  x,unbesetzt,1  x,"415,714.10  ",4  x,"27,021.40  ",32  x,"3,117.80  ",369  x,214.00,554  x,90.00,"1,161  x   ",60.80,"15,715  x   ",21.60,"17,156  x   ",16.70,"23,028  x   ",12.90,"88,746  x   ",11.20,"237,939  x   ",8.00
728f3a1ef9b07e7581941a49fc983a3e,2013,11-14-19-23-49:4:5,17.,26/04/,FR,11,19,23,49,14,5,4,"15,952,346.00  ",0  x,unbesetzt,1  x,"398,808.60  ",0  x,unbesetzt,24  x,"3,988.00  ",365  x,207.50,452  x,105.80,"1,493  x   ",45.40,"17,840  x   ",18.30,"21,066  x   ",13.10,"21,652  x   ",13.10,"105,869  x   ",9.00,"255,083  x   ",7.10
accfc7ab30682e4ce19ea22d1694a753,2013,14-16-28-44-48:3:7,18.,03/05/,FR,48,28,16,14,44,7,3,"15,743,664.00  ",1  x,"13,486,561.10  ",5  x,"85,659.30  ",2  x,"85,659.30  ",42  x,"2,249.00  ",347  x,215.50,456  x,103.50,"1,809  x   ",36.90,"16,216  x   ",19.90,"25,915  x   ",12.20,"19,234  x   ",12.20,"139,661  x   ",7.40,"227,622  x   ",7.40
a236dcfa2cc467757289b92611e34cd6,2013,6-9-31-33-35:1:7,19.,10/05/,FR,33,35,31,9,6,7,1,"14,824,510.00  ",0  x,unbesetzt,0  x,unbesetzt,0  x,unbesetzt,21  x,"4,235.50  ",258  x,272.90,373  x,119.20,"1,024  x   ",61.50,"12,949  x   ",23.40,"15,887  x   ",16.00,"17,357  x   ",15.30,"87,454  x   ",10.10,"206,096  x   ",8.20
bf6f049bd4b0466c50de888197ab6ea4,2013,4-6-10-13-32:1:8,20.,17/05/,FR,6,32,4,10,13,1,8,"14,691,580.00  ",0  x,unbesetzt,1  x,"737,902.20  ",0  x,unbesetzt,20  x,"4,407.40  ",316  x,220.80,515  x,85.50,"1,388  x   ",44.90,"15,287  x   ",19.70,"18,908  x   ",13.40,"22,413  x   ",11.70,"93,343  x   ",9.40,"211,805  x   ",7.90
72cf9e7e7abe2b7e2ba8761d484c17c4,2013,2-4-9-20-41:3:5,21.,24/05/,FR,20,2,41,4,9,5,3,"14,792,566.00  ",0  x,unbesetzt,1  x,"369,814.10  ",2  x,"144,003.10  ",27  x,"3,287.20  ",273  x,257.30,355  x,125.00,"1,319  x   ",47.60,"13,877  x   ",21.80,"19,467  x   ",14.00,"17,657  x   ",14.00,"111,497  x   ",8.00,"207,854  x   ",8.00
d4d4721981824d885e0c5c3ae92d7c62,2013,5-9-12-23-40:2:7,22.,31/05/,FR,9,40,12,5,23,7,2,"15,273,492.00  ",0  x,unbesetzt,3  x,"127,279.10  ",3  x,"33,092.50  ",55  x,"1,666.10  ",483  x,150.20,599  x,76.40,"2,251  x   ",28.80,"19,815  x   ",15.80,"27,543  x   ",10.50,"23,648  x   ",10.50,"128,303  x   ",7.10,"254,340  x   ",6.80
78707c972d1b663903f97573d29f3e8f,2013,6-9-11-29-35:2:6,23.,07/06/,FR,9,35,6,11,29,6,2,"15,448,268.00  ",0  x,unbesetzt,1  x,"386,206.70  ",3  x,"33,471.20  ",41  x,"2,260.70  ",419  x,175.10,526  x,88.10,"1,711  x   ",38.30,"17,553  x   ",18.00,"21,658  x   ",12.30,"23,015  x   ",12.00,"106,140  x   ",8.70,"231,697  x   ",7.60
bbdce405ee8459664038402a9de07699,2013,1-25-46-47-48:3:8,24.,14/06/,FR,1,47,48,25,46,8,3,"16,194,540.00  ",0  x,unbesetzt,2  x,"202,431.70  ",1  x,"105,264.50  ",16  x,"6,072.90  ",277  x,277.70,334  x,145.40,"1,020  x   ",67.40,"13,009  x   ",25.50,"16,294  x   ",17.80,"15,756  x   ",17.80,"99,371  x   ",9.70,"200,909  x   ",9.20
6c2ea9a443df9da03c3ad687d15a8f05,2013,5-14-21-23-50:2:7,25.,21/06/,FR,5,50,14,23,21,7,2,"16,685,916.00  ",0  x,unbesetzt,0  x,unbesetzt,2  x,"54,229.20  ",29  x,"3,452.20  ",386  x,205.30,462  x,108.30,"1,836  x   ",38.60,"17,325  x   ",19.70,"26,356  x   ",12.20,"21,792  x   ",12.20,"134,367  x   ",7.60,"248,186  x   ",7.60
22c0c89d09eebd6930686a4653892ca7,2013,6-8-23-33-49:3:8,26.,28/06/,FR,49,23,33,8,6,8,3,"18,944,572.00  ",0  x,unbesetzt,2  x,"445,381.10  ",0  x,unbesetzt,35  x,"3,247.60  ",459  x,196.00,526  x,108.00,"1,821  x   ",44.20,"20,729  x   ",18.70,"26,379  x   ",13.20,"23,977  x   ",13.20,"128,108  x   ",8.80,"299,330  x   ",7.20
73f8f6391cdf7fdd301f604696bf44db,2013,15-16-17-19-50:5:7,27.,05/07/,FR,16,50,15,19,17,7,5,"21,452,856.00  ",0  x,unbesetzt,1  x,"536,321.40  ",1  x,"262,583.20  ",43  x,"2,993.40  ",440  x,231.50,474  x,135.70,"1,746  x   ",52.20,"19,117  x   ",23.00,"26,691  x   ",15.50,"21,838  x   ",15.50,"152,989  x   ",8.40,"304,672  x   ",8.00
5b7600834b38185aaba5477d0556c537,2013,7-27-33-47-48:2:7,28.,12/07/,FR,47,33,48,7,27,2,7,"23,069,824.00  ",0  x,unbesetzt,3  x,"192,248.50  ",0  x,unbesetzt,62  x,"2,232.50  ",681  x,160.90,754  x,91.70,"3,245  x   ",30.20,"28,515  x   ",16.50,"39,771  x   ",11.40,"31,301  x   ",11.40,"191,021  x   ",7.30,"354,576  x   ",7.30
bf43f37601faf4d27a3ef627e1766cae,2013,7-18-19-33-37:2:5,29.,19/07/,FR,7,37,19,33,18,2,5,"26,610,134.00  ",1  x,"41,522,930.10  ",7  x,"95,036.10  ",8  x,"40,364.90  ",78  x,"2,046.90  ",801  x,157.80,"1,050  x   ",76.00,"3,133  x   ",36.00,"34,238  x   ",15.90,"40,948  x   ",11.30,"41,742  x   ",11.30,"191,425  x   ",8.30,"440,370  x   ",6.90
6873acb674d8bc8feea3fe42f95324fc,2013,4-13-19-25-43:3:4,30.,26/07/,FR,13,25,4,19,43,3,4,"16,136,078.00  ",0  x,unbesetzt,4  x,"101,657.20  ",1  x,"101,657.20  ",38  x,"2,547.80  ",490  x,156.40,559  x,86.50,"1,503  x   ",45.60,"21,231  x   ",15.50,"19,528  x   ",14.20,"22,399  x   ",12.90,"93,475  x   ",10.30,"277,668  x   ",6.60
13619393fb51a41ced20e4a3d29bf8c3,2013,14-23-29-33-37:2:5,31.,02/08/,FR,14,37,29,33,23,5,2,"16,256,900.00  ",0  x,unbesetzt,1  x,"406,422.50  ",2  x,"52,834.90  ",67  x,"1,455.80  ",540  x,143.00,593  x,82.20,"2,006  x   ",34.40,"19,291  x   ",17.20,"25,801  x   ",11.70,"23,012  x   ",11.70,"119,849  x   ",8.10,"256,310  x   ",7.20
a53ed39fdadea0257e0ebbe9b8095102,2013,7-26-32-34-49:1:6,32.,09/08/,FR,34,49,7,32,26,6,1,"16,359,850.00  ",0  x,unbesetzt,0  x,unbesetzt,0  x,unbesetzt,22  x,"4,461.70  ",335  x,231.90,437  x,112.30,"1,193  x   ",58.20,"15,213  x   ",22.00,"17,532  x   ",16.00,"22,177  x   ",13.20,"92,601  x   ",10.60,"216,919  x   ",8.60
de64257cd3920e74b0016168c1e8db89,2013,5-32-33-38-49:3:8,33.,16/08/,FR,32,38,33,49,5,8,3,"16,252,982.00  ",1  x,"15,541,392.00  ",2  x,"407,660.40  ",1  x,"211,983.40  ",32  x,"3,047.40  ",361  x,213.80,440  x,110.80,"1,459  x   ",47.30,"15,110  x   ",22.00,"21,298  x   ",14.30,"18,511  x   ",14.30,"110,928  x   ",8.70,"231,175  x   ",8.00
74d67fba1fdfac47833225bcbe7588b4,2013,4-10-25-30-47:2:3,34.,23/08/,FR,10,4,25,30,47,2,3,"15,026,618.00  ",0  x,unbesetzt,3  x,"125,221.80  ",8  x,"12,209.10  ",19  x,"4,745.20  ",360  x,198.20,423  x,106.50,997  x,64.00,"15,795  x   ",19.50,"14,379  x   ",18.00,"17,785  x   ",15.20,"76,905  x   ",11.70,"226,817  x   ",7.60
c8b3ee678e61a32e039d62b0b6e416ac,2013,6-9-10-17-43:2:8,35.,30/08/,FR,9,43,17,6,10,8,2,"15,359,870.00  ",0  x,unbesetzt,2  x,"191,998.30  ",1  x,"99,839.10  ",33  x,"2,792.70  ",382  x,190.90,475  x,97.00,"1,446  x   ",45.10,"16,635  x   ",18.90,"19,925  x   ",13.20,"21,915  x   ",12.60,"100,280  x   ",9.10,"233,003  x   ",7.50
a4272e3e806e1d49b90e83a88c11888e,2013,3-7-20-32-44:4:5,36.,06/09/,FR,7,32,44,3,20,5,4,"15,552,022.00  ",0  x,unbesetzt,0  x,unbesetzt,2  x,"50,544.00  ",31  x,"3,010.00  ",409  x,180.60,494  x,94.40,"1,316  x   ",50.20,"16,087  x   ",19.80,"18,933  x   ",14.10,"20,693  x   ",13.50,"98,229  x   ",9.40,"229,713  x   ",7.70
37c697d58e819fc784a47b8995288ca1,2013,3-10-18-31-43:1:7,37.,13/09/,FR,3,10,43,18,31,1,7,"16,472,014.00  ",0  x,unbesetzt,2  x,"400,300.40  ",0  x,unbesetzt,36  x,"2,745.30  ",411  x,190.30,514  x,96.10,"1,373  x   ",50.90,"16,771  x   ",20.10,"19,304  x   ",14.70,"20,875  x   ",14.20,"102,457  x   ",9.60,"235,178  x   ",8.00
d061e376f7551a246b534689bdc82adf,2013,2-6-15-18-24:5:7,38.,20/09/,FR,15,2,6,24,18,5,7,"16,635,674.00  ",0  x,unbesetzt,3  x,"138,630.60  ",5  x,"43,039.90  ",39  x,"2,559.30  ",472  x,167.40,644  x,77.40,"1,531  x   ",46.10,"19,296  x   ",17.60,"21,147  x   ",13.50,"23,669  x   ",12.60,"113,908  x   ",8.70,"257,832  x   ",7.40
eef24a3a5ef9f1f3ab48f5e00d178a3e,2013,6-10-21-34-36:1:4,39.,27/09/,FR,10,36,21,34,6,4,1,"17,849,806.00  ",1  x,"21,256,582.40  ",6  x,"74,374.10  ",2  x,"58,011.80  ",26  x,"4,119.10  ",352  x,240.80,508  x,105.40,"1,264  x   ",60.00,"15,941  x   ",22.90,"18,252  x   ",16.80,"22,164  x   ",14.40,"96,643  x   ",11.00,"238,822  x   ",8.50
ba0c27c6dbf11b0b8d0f5f24fc7751b2,2013,1-7-16-21-48:1:8,40.,04/10/,FR,7,48,16,21,1,1,8,"15,058,424.00  ",0  x,unbesetzt,1  x,"376,460.60  ",1  x,"97,879.70  ",17  x,"5,314.70  ",269  x,265.90,355  x,127.20,"1,097  x   ",58.30,"13,721  x   ",22.40,"18,147  x   ",14.40,"18,668  x   ",14.40,"93,795  x   ",9.60,"200,700  x   ",8.60
fd2bd9bef7b73d996b76b64899f167fe,2013,2-11-23-29-34:7:8,41.,11/10/,FR,34,2,11,29,23,7,8,"14,879,350.00  ",0  x,unbesetzt,3  x,"123,994.50  ",2  x,"48,357.80  ",25  x,"3,571.00  ",366  x,193.10,454  x,98.30,971  x,65.10,"16,597  x   ",18.30,"14,594  x   ",17.50,"19,873  x   ",13.40,"77,179  x   ",11.50,"235,949  x   ",7.20
e730d18d9730bfa1e19222427f727bd1,2013,7-22-24-25-41:1:3,42.,18/10/,FR,24,41,7,25,22,1,3,"15,201,994.00  ",1  x,"13,308,947.80  ",2  x,"190,024.90  ",1  x,"98,812.90  ",26  x,"3,508.10  ",283  x,255.10,379  x,120.30,"1,096  x   ",58.90,"15,229  x   ",20.40,"16,009  x   ",16.30,"18,990  x   ",14.40,"85,279  x   ",10.60,"229,355  x   ",7.60
7b188239bb37114942f7c4da9eb56c0e,2013,9-25-39-41-46:2:8,43.,25/10/,FR,9,41,25,46,39,8,2,"14,374,838.00  ",0  x,unbesetzt,0  x,unbesetzt,0  x,unbesetzt,29  x,"2,974.10  ",298  x,229.10,357  x,120.70,"1,033  x   ",59.10,"12,154  x   ",24.20,"15,740  x   ",16.00,"15,832  x   ",16.00,"89,259  x   ",9.60,"185,394  x   ",8.80
29ffc4daf9a873ed4ebd6df954feb5ea,2013,7-10-13-26-27:5:8,44.,01/11/,FR,26,13,27,7,10,8,5,"14,138,518.00  ",0  x,unbesetzt,1  x,"712,833.90  ",2  x,"92,668.40  ",30  x,"2,827.70  ",468  x,143.40,662  x,64.00,"1,471  x   ",40.80,"20,352  x   ",14.20,"18,965  x   ",12.80,"27,219  x   ",9.50,"88,504  x   ",9.50,"250,401  x   ",6.40
b65787df93dd0bfa01a4c61fc198edeb,2013,18-25-28-34-42:3:4,45.,08/11/,FR,42,28,34,25,18,4,3,"15,300,326.00  ",0  x,unbesetzt,4  x,"95,627.00  ",3  x,"33,150.70  ",33  x,"2,781.80  ",374  x,194.30,384  x,119.50,"1,225  x   ",53.00,"16,440  x   ",19.00,"17,050  x   ",15.40,"18,149  x   ",15.10,"86,325  x   ",10.60,"236,900  x   ",7.40
ea258098d5e5da9f2ce27b32c7524df5,2013,3-19-32-43-48:4:8,46.,15/11/,FR,3,43,19,48,32,4,8,"15,722,118.00  ",0  x,unbesetzt,0  x,unbesetzt,0  x,unbesetzt,41  x,"2,300.70  ",357  x,209.10,516  x,91.40,"1,283  x   ",52.00,"14,908  x   ",21.60,"18,447  x   ",14.70,"20,851  x   ",13.50,"96,704  x   ",9.70,"213,081  x   ",8.40
b2fb869ae3bdc0afe6fc2d08213463e3,2013,1-38-39-42-47:1:2,47.,22/11/,FR,1,47,38,42,39,2,1,"16,126,114.00  ",0  x,unbesetzt,2  x,"398,102.90  ",2  x,"103,506.70  ",27  x,"3,583.50  ",224  x,341.90,263  x,183.90,949  x,72.20,"12,526  x   ",26.30,"14,221  x   ",19.50,"15,081  x   ",19.20,"78,482  x   ",12.30,"197,326  x   ",9.30
bfc6e37c5aa67d329be9d2085edb4576,2013,17-25-32-35-45:4:7,48.,29/11/,FR,35,17,25,32,45,7,4,"16,620,202.00  ",0  x,unbesetzt,2  x,"207,752.50  ",1  x,"108,031.30  ",31  x,"3,216.80  ",420  x,187.90,479  x,104.00,"1,624  x   ",43.40,"17,755  x   ",19.10,"22,077  x   ",13.30,"21,718  x   ",13.30,"115,157  x   ",8.60,"240,226  x   ",7.90
22335b20840da32e3c20eea73cc0a64a,2013,1-8-18-25-47:2:7,49.,06/12/,FR,47,18,8,25,1,7,2,"17,891,662.00  ",1  x,"21,047,334.80  ",2  x,"223,645.70  ",0  x,unbesetzt,63  x,"1,703.90  ",388  x,219.00,505  x,106.20,"1,868  x   ",40.70,"17,556  x   ",20.80,"26,409  x   ",12.90,"22,204  x   ",12.90,"142,095  x   ",7.80,"256,283  x   ",7.80
ea9b30cc6110ae515c307e5602763157,2013,9-19-24-28-49:2:8,50.,13/12/,FR,28,49,24,9,19,8,2,"15,241,522.00  ",0  x,unbesetzt,2  x,"190,519.00  ",2  x,"107,682.80  ",30  x,"3,048.30  ",374  x,193.50,469  x,97.40,"1,748  x   ",37.00,"17,557  x   ",17.70,"21,667  x   ",12.10,"22,758  x   ",12.00,"105,006  x   ",8.70,"235,161  x   ",7.40
4faa7206908d6b330ca394da5c1c0dfe,2013,9-12-22-37-40:6:8,51.,20/12/,FR,37,12,22,9,40,8,6,"15,204,040.00  ",0  x,unbesetzt,3  x,"126,700.30  ",4  x,"24,706.50  ",34  x,"2,683.00  ",414  x,174.40,504  x,90.50,"1,128  x   ",57.20,"17,911  x   ",17.40,"15,284  x   ",17.10,"21,905  x   ",12.40,"78,891  x   ",11.50,"231,010  x   ",7.50
ea015ec759e95ad9faad84370a4c382b,2013,2-15-33-40-43:3:7,52.,27/12/,FR,2,15,43,40,33,3,7,"14,732,716.00  ",0  x,unbesetzt,0  x,unbesetzt,1  x,"95,762.60  ",22  x,"4,018.00  ",275  x,254.40,294  x,150.30,"1,381  x   ",45.30,"12,787  x   ",23.60,"21,593  x   ",14.10,"15,186  x   ",14.10,"127,014  x   ",7.90,"195,708  x   ",7.90
42f263083ed8632c5c804bd5ce8310d9,2014,1-16-34-36-37:4:6,1.,03/01/,FR,1,16,37,36,34,4,6,"15,799,532.00  ",0  x,unbesetzt,3  x,"254,435.40  ",2  x,"51,348.40  ",22  x,"4,308.90  ",292  x,257.00,371  x,127.70,"1,093  x   ",61.40,"13,571  x   ",23.80,"17,292  x   ",16.10,"17,257  x   ",16.10,"95,743  x   ",9.90,"199,826  x   ",9.00
ed53ff32a8352be7c967f412ed624d29,2014,8-18-22-33-40:2:8,2.,10/01/,FR,18,8,33,40,22,8,2,"16,362,862.00  ",1  x,"17,283,821.50  ",4  x,"102,267.80  ",5  x,"21,271.70  ",45  x,"2,181.70  ",426  x,182.40,551  x,89.00,"1,791  x   ",38.80,"18,416  x   ",18.20,"23,421  x   ",12.80,"21,521  x   ",12.80,"113,381  x   ",8.60,"244,258  x   ",7.60
0ee88a058fa414f3d2242c0d1a93f472,2014,4-7-17-25-29:2:4,3.,17/01/,FR,17,4,29,25,7,2,4,"14,416,854.00  ",0  x,unbesetzt,3  x,"120,140.40  ",4  x,"23,427.30  ",50  x,"1,730.00  ",550  x,124.50,631  x,68.50,"1,536  x   ",39.80,"20,876  x   ",14.10,"19,112  x   ",13.00,"25,004  x   ",10.30,"88,057  x   ",9.80,"250,835  x   ",6.50
b964482bacefb206534efd9726f39fde,2014,4-28-30-36-46:3:7,4.,24/01/,FR,46,36,30,28,4,3,7,"14,409,048.00  ",0  x,unbesetzt,1  x,"360,226.20  ",3  x,"31,219.60  ",22  x,"3,929.70  ",245  x,279.30,288  x,150.00,"1,386  x   ",44.10,"12,196  x   ",24.20,"21,235  x   ",14.10,"14,723  x   ",14.10,"122,560  x   ",8.00,"191,556  x   ",8.00
650647820e1310a4b2470d7450efdd82,2014,12-17-29-39-40:5:6,5.,31/01/,FR,17,39,12,29,40,5,6,"15,230,306.00  ",0  x,unbesetzt,1  x,"380,757.60  ",4  x,"24,749.20  ",28  x,"3,263.60  ",316  x,228.90,379  x,120.50,"1,061  x   ",61.00,"14,942  x   ",20.80,"15,261  x   ",17.20,"18,586  x   ",14.70,"79,807  x   ",11.40,"222,856  x   ",7.80
2327e0d83798d7c4f78fae6e3fd8509c,2014,16-18-20-36-49:3:4,6.,07/02/,FR,18,36,20,49,16,3,4,"15,698,964.00  ",0  x,unbesetzt,0  x,unbesetzt,2  x,"51,021.60  ",14  x,"6,728.10  ",288  x,258.90,345  x,136.50,"1,000  x   ",66.70,"14,284  x   ",22.50,"15,355  x   ",17.60,"16,839  x   ",16.70,"85,566  x   ",11.00,"215,301  x   ",8.30
1ef8443c1ecfb614731f29fb397b780a,2014,19-21-22-28-45:6:7,7.,14/02/,FR,28,22,21,45,19,6,7,"16,069,758.00  ",0  x,unbesetzt,3  x,"264,739.30  ",3  x,"34,817.80  ",20  x,"4,820.90  ",344  x,221.80,400  x,120.50,"1,143  x   ",59.70,"15,859  x   ",20.70,"15,308  x   ",18.10,"18,746  x   ",15.40,"80,499  x   ",11.90,"244,647  x   ",7.50
9fee05b7cf3771ed7329cf4bd8317caa,2014,2-4-21-30-41:7:8,8.,21/02/,FR,2,21,4,41,30,7,8,"17,659,742.00  ",0  x,unbesetzt,2  x,"220,746.70  ",1  x,"114,788.30  ",25  x,"4,238.30  ",339  x,247.40,394  x,134.40,"1,118  x   ",67.10,"16,076  x   ",22.50,"17,132  x   ",17.70,"19,464  x   ",16.30,"90,315  x   ",11.70,"243,649  x   ",8.30
6473bf264ee317192ef98970b57ba4ef,2014,2-17-21-22-45:1:5,9.,28/02/,FR,2,21,45,22,17,5,1,"19,406,674.00  ",0  x,unbesetzt,3  x,"161,722.20  ",0  x,unbesetzt,35  x,"3,326.80  ",388  x,237.50,527  x,110.40,"1,397  x   ",59.00,"18,187  x   ",21.80,"21,588  x   ",15.50,"24,787  x   ",14.00,"118,294  x   ",9.80,"265,694  x   ",8.30
6d359396a6138bf1682599855bcd8bfc,2014,7-14-15-20-39:1:8,10.,07/03/,FR,15,14,20,39,7,1,8,"22,713,576.00  ",0  x,unbesetzt,1  x,"567,839.40  ",5  x,"54,756.30  ",37  x,"3,683.20  ",444  x,242.90,599  x,113.70,"1,720  x   ",56.10,"21,271  x   ",21.80,"26,071  x   ",15.00,"30,987  x   ",13.10,"139,216  x   ",9.70,"304,127  x   ",8.50
ee202300338d612b42eb5c8e3438ccc1,2014,6-7-9-13-30:4:7,11.,14/03/,FR,13,9,7,30,6,4,7,"25,865,258.00  ",0  x,unbesetzt,0  x,unbesetzt,6  x,"28,020.60  ",80  x,"1,939.80  ",861  x,142.60,"1,081  x   ",71.70,"2,978  x   ",36.90,"34,020  x   ",15.50,"39,659  x   ",11.40,"40,158  x   ",11.40,"192,485  x   ",8.00,"432,228  x   ",6.80
21cb445917475d963b23d61e74613c06,2014,8-18-35-38-42:4:6,12.,21/03/,FR,42,8,35,38,18,4,6,"29,495,752.00  ",0  x,unbesetzt,4  x,"346,006.30  ",4  x,"47,930.50  ",65  x,"2,722.60  ",726  x,192.90,926  x,95.50,"2,674  x   ",46.80,"30,093  x   ",20.00,"34,908  x   ",14.50,"39,625  x   ",13.30,"181,433  x   ",9.70,"407,429  x   ",8.30
fad7b9d1f8e81ef6aa37e483eab18f7a,2014,10-32-35-38-45:4:5,13.,28/03/,FR,32,10,38,45,35,5,4,"37,129,218.00  ",0  x,unbesetzt,2  x,"464,115.20  ",1  x,"241,339.90  ",67  x,"3,325.00  ",721  x,244.60,846  x,131.60,"2,804  x   ",56.20,"34,174  x   ",22.20,"42,757  x   ",15.50,"41,183  x   ",15.50,"232,096  x   ",9.50,"507,204  x   ",8.40
deff0ae0e7f44e7b78ac66e3098efa7c,2014,10-16-28-30-33:4:6,14.,04/04/,FR,33,10,30,28,16,4,6,"45,425,658.00  ",1  x,"57,275,841.60  ",5  x,"227,128.20  ",7  x,"42,180.90  ",110  x,"2,477.70  ","1,055  x   ",204.50,"1,380  x   ",98.70,"4,116  x   ",46.90,"46,735  x   ",19.90,"55,879  x   ",14.00,"60,088  x   ",13.60,"286,038  x   ",9.50,"644,530  x   ",8.00
c17647a53e7680bf8092652956b43d51,2014,1-7-14-22-44:1:2,15.,11/04/,FR,1,44,14,7,22,1,2,"19,200,714.00  ",0  x,unbesetzt,0  x,unbesetzt,5  x,"24,960.90  ",37  x,"3,113.60  ",607  x,150.20,718  x,80.20,"1,432  x   ",56.90,"24,002  x   ",16.50,"19,677  x   ",16.50,"28,192  x   ",12.20,"97,543  x   ",11.80,"301,376  x   ",7.30
ae0c9df164e0d4e59911b6516aab3c30,2014,12-32-40-44-49:2:3,16.,18/04/,FR,44,40,32,49,12,2,3,"17,472,766.00  ",0  x,unbesetzt,1  x,"916,837.00  ",6  x,"18,928.80  ",20  x,"5,241.80  ",334  x,248.40,392  x,133.70,"1,115  x   ",66.60,"17,283  x   ",20.70,"16,441  x   ",18.30,"18,981  x   ",16.50,"91,228  x   ",11.40,"251,810  x   ",7.90
ca553fc36f7c5eabb10856f0e3acfc2f,2014,4-7-10-39-48:3:4,17.,25/04/,FR,10,39,4,48,7,3,4,"17,508,374.00  ",0  x,unbesetzt,1  x,"437,709.30  ",3  x,"37,934.80  ",20  x,"5,252.50  ",380  x,218.80,390  x,134.60,"1,299  x   ",57.20,"18,937  x   ",18.90,"20,018  x   ",15.00,"20,875  x   ",15.00,"104,489  x   ",10.00,"278,256  x   ",7.20
